"Name","FinYear","variable","value"
"Blayney Multi Purpose Service","2015_16","Peer.group.average",NA
"Blayney Multi Purpose Service","2016_17","Peer.group.average",NA
"Blue Mountains Hospital","2010_11","Peer.group.average",NA
"Blue Mountains Hospital","2011_12","Peer.group.average",NA
"Blue Mountains Hospital","2012_13","Peer.group.average",NA
"Blue Mountains Hospital","2013_14","Peer.group.average",NA
"Blue Mountains Hospital","2014_15","Peer.group.average",NA
"Blue Mountains Hospital","2015_16","Peer.group.average",NA
"Blue Mountains Hospital","2016_17","Peer.group.average",NA
"Boggabri Multi Purpose Service","2010_11","Peer.group.average",NA
"Boggabri Multi Purpose Service","2011_12","Peer.group.average",NA
"Boggabri Multi Purpose Service","2012_13","Peer.group.average",NA
"Boggabri Multi Purpose Service","2013_14","Peer.group.average",NA
"Boggabri Multi Purpose Service","2014_15","Peer.group.average",NA
"Boggabri Multi Purpose Service","2015_16","Peer.group.average",NA
"Boggabri Multi Purpose Service","2016_17","Peer.group.average",NA
"Bombala Multi Purpose Service","2010_11","Peer.group.average",NA
"Bombala Multi Purpose Service","2011_12","Peer.group.average",NA
"Bombala Multi Purpose Service","2012_13","Peer.group.average",NA
"Bombala Multi Purpose Service","2013_14","Peer.group.average",NA
"Bombala Multi Purpose Service","2014_15","Peer.group.average",NA
"Bombala Multi Purpose Service","2015_16","Peer.group.average",NA
"Bombala Multi Purpose Service","2016_17","Peer.group.average",NA
"Bonalbo Hospital","2010_11","Peer.group.average",NA
"Bonalbo Hospital","2011_12","Peer.group.average",NA
"Bonalbo Hospital","2012_13","Peer.group.average",NA
"Bonalbo Hospital","2013_14","Peer.group.average",NA
"Bonalbo Hospital","2014_15","Peer.group.average",NA
"Bonalbo Hospital","2015_16","Peer.group.average",NA
"Bonalbo Hospital","2016_17","Peer.group.average",NA
"Boorowa Multi Purpose Service","2010_11","Peer.group.average",NA
"Boorowa Multi Purpose Service","2011_12","Peer.group.average",NA
"Boorowa Multi Purpose Service","2012_13","Peer.group.average",NA
"Boorowa Multi Purpose Service","2013_14","Peer.group.average",NA
"Boorowa Multi Purpose Service","2014_15","Peer.group.average",NA
"Boorowa Multi Purpose Service","2015_16","Peer.group.average",NA
"Boorowa Multi Purpose Service","2016_17","Peer.group.average",NA
"Bourke Multi Purpose Service","2010_11","Peer.group.average",NA
"Bourke Multi Purpose Service","2011_12","Peer.group.average",NA
"Bourke Multi Purpose Service","2012_13","Peer.group.average",NA
"Bourke Multi Purpose Service","2013_14","Peer.group.average",NA
"Bourke Multi Purpose Service","2014_15","Peer.group.average",NA
"Bourke Multi Purpose Service","2015_16","Peer.group.average",NA
"Bourke Multi Purpose Service","2016_17","Peer.group.average",NA
"Bourke Street Health Service","2010_11","Peer.group.average",NA
"Bourke Street Health Service","2011_12","Peer.group.average",NA
"Bourke Street Health Service","2012_13","Peer.group.average",NA
"Bourke Street Health Service","2013_14","Peer.group.average",NA
"Bourke Street Health Service","2014_15","Peer.group.average",NA
"Bourke Street Health Service","2015_16","Peer.group.average",NA
"Bourke Street Health Service","2016_17","Peer.group.average",NA
"Bowral Hospital","2010_11","Peer.group.average",0.68
"Bowral Hospital","2011_12","Peer.group.average",0.47
"Bowral Hospital","2012_13","Peer.group.average",0.58
"Bowral Hospital","2013_14","Peer.group.average",0.48
"Bowral Hospital","2014_15","Peer.group.average",0.43
"Bowral Hospital","2015_16","Peer.group.average",0.52
"Bowral Hospital","2016_17","Peer.group.average",0.45
"Braeside Hospital","2010_11","Peer.group.average",NA
"Braeside Hospital","2011_12","Peer.group.average",NA
"Braeside Hospital","2012_13","Peer.group.average",NA
"Braeside Hospital","2013_14","Peer.group.average",NA
"Braeside Hospital","2014_15","Peer.group.average",NA
"Braeside Hospital","2015_16","Peer.group.average",NA
"Braeside Hospital","2016_17","Peer.group.average",NA
"Braidwood Multi Purpose Service","2010_11","Peer.group.average",NA
"Braidwood Multi Purpose Service","2011_12","Peer.group.average",NA
"Braidwood Multi Purpose Service","2012_13","Peer.group.average",NA
"Braidwood Multi Purpose Service","2013_14","Peer.group.average",NA
"Braidwood Multi Purpose Service","2014_15","Peer.group.average",NA
"Braidwood Multi Purpose Service","2015_16","Peer.group.average",NA
"Braidwood Multi Purpose Service","2016_17","Peer.group.average",NA
"Brewarrina Multi Purpose Service","2010_11","Peer.group.average",NA
"Brewarrina Multi Purpose Service","2011_12","Peer.group.average",NA
"Brewarrina Multi Purpose Service","2012_13","Peer.group.average",NA
"Brewarrina Multi Purpose Service","2013_14","Peer.group.average",NA
"Brewarrina Multi Purpose Service","2014_15","Peer.group.average",NA
"Brewarrina Multi Purpose Service","2015_16","Peer.group.average",NA
"Brewarrina Multi Purpose Service","2016_17","Peer.group.average",NA
"Broken Hill Hospital","2010_11","Peer.group.average",0.68
"Broken Hill Hospital","2011_12","Peer.group.average",0.47
"Broken Hill Hospital","2012_13","Peer.group.average",0.58
"Broken Hill Hospital","2013_14","Peer.group.average",0.48
"Broken Hill Hospital","2014_15","Peer.group.average",0.43
"Broken Hill Hospital","2015_16","Peer.group.average",0.52
"Broken Hill Hospital","2016_17","Peer.group.average",0.45
"Bulahdelah Hospital","2010_11","Peer.group.average",NA
"Bulahdelah Hospital","2011_12","Peer.group.average",NA
"Bulahdelah Hospital","2012_13","Peer.group.average",NA
"Bulahdelah Hospital","2013_14","Peer.group.average",NA
"Bulahdelah Hospital","2014_15","Peer.group.average",NA
"Bulahdelah Hospital","2015_16","Peer.group.average",NA
"Bulahdelah Hospital","2016_17","Peer.group.average",NA
"Bulli Hospital","2010_11","Peer.group.average",NA
"Bulli Hospital","2011_12","Peer.group.average",NA
"Bulli Hospital","2012_13","Peer.group.average",NA
"Bulli Hospital","2013_14","Peer.group.average",NA
"Bulli Hospital","2014_15","Peer.group.average",NA
"Bulli Hospital","2015_16","Peer.group.average",NA
"Bulli Hospital","2016_17","Peer.group.average",NA
"Byron Bay Hospital","2010_11","Peer.group.average",NA
"Byron Bay Hospital","2011_12","Peer.group.average",NA
"Byron Bay Hospital","2012_13","Peer.group.average",NA
"Byron Bay Hospital","2013_14","Peer.group.average",NA
"Byron Bay Hospital","2014_15","Peer.group.average",NA
"Byron Bay Hospital","2015_16","Peer.group.average",NA
"Byron Bay Hospital","2016_17","Peer.group.average",NA
"Byron Central Hospital","2016_17","Peer.group.average",NA
"Calvary Hospital","2010_11","Peer.group.average",NA
"Calvary Hospital","2011_12","Peer.group.average",NA
"Calvary Hospital","2012_13","Peer.group.average",NA
"Calvary Hospital","2013_14","Peer.group.average",NA
"Calvary Hospital","2014_15","Peer.group.average",NA
"Calvary Hospital","2015_16","Peer.group.average",NA
"Calvary Hospital","2016_17","Peer.group.average",NA
"Calvary Mater Newcastle Hospital","2010_11","Peer.group.average",1.03
"Calvary Mater Newcastle Hospital","2011_12","Peer.group.average",0.94
"Calvary Mater Newcastle Hospital","2012_13","Peer.group.average",0.99
"Calvary Mater Newcastle Hospital","2013_14","Peer.group.average",0.86
"Calvary Mater Newcastle Hospital","2014_15","Peer.group.average",0.79
"Calvary Mater Newcastle Hospital","2015_16","Peer.group.average",0.72
"Calvary Mater Newcastle Hospital","2016_17","Peer.group.average",0.74
"Camden Hospital","2010_11","Peer.group.average",NA
"Camden Hospital","2011_12","Peer.group.average",NA
"Camden Hospital","2012_13","Peer.group.average",NA
"Camden Hospital","2013_14","Peer.group.average",NA
"Camden Hospital","2014_15","Peer.group.average",NA
"Camden Hospital","2015_16","Peer.group.average",NA
"Camden Hospital","2016_17","Peer.group.average",NA
"Campbelltown Hospital","2010_11","Peer.group.average",1.03
"Campbelltown Hospital","2011_12","Peer.group.average",0.94
"Campbelltown Hospital","2012_13","Peer.group.average",0.99
"Campbelltown Hospital","2013_14","Peer.group.average",0.86
"Campbelltown Hospital","2014_15","Peer.group.average",0.79
"Campbelltown Hospital","2015_16","Peer.group.average",0.72
"Campbelltown Hospital","2016_17","Peer.group.average",0.74
"Canowindra Hospital","2010_11","Peer.group.average",NA
"Canowindra Hospital","2011_12","Peer.group.average",NA
"Canowindra Hospital","2012_13","Peer.group.average",NA
"Canowindra Hospital","2013_14","Peer.group.average",NA
"Canowindra Hospital","2014_15","Peer.group.average",NA
"Canowindra Hospital","2015_16","Peer.group.average",NA
"Canowindra Hospital","2016_17","Peer.group.average",NA
"Canterbury Hospital","2010_11","Peer.group.average",0.68
"Canterbury Hospital","2011_12","Peer.group.average",0.47
"Canterbury Hospital","2012_13","Peer.group.average",0.58
"Canterbury Hospital","2013_14","Peer.group.average",0.48
"Canterbury Hospital","2014_15","Peer.group.average",0.43
"Canterbury Hospital","2015_16","Peer.group.average",0.52
"Canterbury Hospital","2016_17","Peer.group.average",0.45
"Casino Hospital","2010_11","Peer.group.average",NA
"Casino Hospital","2011_12","Peer.group.average",NA
"Casino Hospital","2012_13","Peer.group.average",NA
"Casino Hospital","2013_14","Peer.group.average",NA
"Casino Hospital","2014_15","Peer.group.average",NA
"Casino Hospital","2015_16","Peer.group.average",NA
"Casino Hospital","2016_17","Peer.group.average",NA
"Cessnock Hospital","2010_11","Peer.group.average",NA
"Cessnock Hospital","2011_12","Peer.group.average",NA
"Cessnock Hospital","2012_13","Peer.group.average",NA
"Cessnock Hospital","2013_14","Peer.group.average",NA
"Cessnock Hospital","2014_15","Peer.group.average",NA
"Cessnock Hospital","2015_16","Peer.group.average",NA
"Cessnock Hospital","2016_17","Peer.group.average",NA
"Cobar Health Service","2010_11","Peer.group.average",NA
"Cobar Health Service","2011_12","Peer.group.average",NA
"Cobar Health Service","2012_13","Peer.group.average",NA
"Cobar Health Service","2013_14","Peer.group.average",NA
"Cobar Health Service","2014_15","Peer.group.average",NA
"Cobar Health Service","2015_16","Peer.group.average",NA
"Cobar Health Service","2016_17","Peer.group.average",NA
"Coffs Harbour Hospital","2010_11","Peer.group.average",1.03
"Coffs Harbour Hospital","2011_12","Peer.group.average",0.94
"Coffs Harbour Hospital","2012_13","Peer.group.average",0.99
"Coffs Harbour Hospital","2013_14","Peer.group.average",0.86
"Coffs Harbour Hospital","2014_15","Peer.group.average",0.79
"Coffs Harbour Hospital","2015_16","Peer.group.average",0.72
"Coffs Harbour Hospital","2016_17","Peer.group.average",0.74
"Coledale Hospital","2010_11","Peer.group.average",NA
"Coledale Hospital","2011_12","Peer.group.average",NA
"Coledale Hospital","2012_13","Peer.group.average",NA
"Coledale Hospital","2013_14","Peer.group.average",NA
"Coledale Hospital","2014_15","Peer.group.average",NA
"Coledale Hospital","2015_16","Peer.group.average",NA
"Coledale Hospital","2016_17","Peer.group.average",NA
"Collarenebri Multi Purpose Service","2010_11","Peer.group.average",NA
"Collarenebri Multi Purpose Service","2011_12","Peer.group.average",NA
"Collarenebri Multi Purpose Service","2012_13","Peer.group.average",NA
"Collarenebri Multi Purpose Service","2013_14","Peer.group.average",NA
"Collarenebri Multi Purpose Service","2014_15","Peer.group.average",NA
"Collarenebri Multi Purpose Service","2015_16","Peer.group.average",NA
"Collarenebri Multi Purpose Service","2016_17","Peer.group.average",NA
"Concord Hospital","2010_11","Peer.group.average",1.62
"Concord Hospital","2011_12","Peer.group.average",1.43
"Concord Hospital","2012_13","Peer.group.average",1.37
"Concord Hospital","2013_14","Peer.group.average",1.33
"Concord Hospital","2014_15","Peer.group.average",1.13
"Concord Hospital","2015_16","Peer.group.average",1.03
"Concord Hospital","2016_17","Peer.group.average",1.09
"Condobolin Health Service","2010_11","Peer.group.average",NA
"Condobolin Health Service","2011_12","Peer.group.average",NA
"Condobolin Health Service","2012_13","Peer.group.average",NA
"Condobolin Health Service","2013_14","Peer.group.average",NA
"Condobolin Health Service","2014_15","Peer.group.average",NA
"Condobolin Health Service","2015_16","Peer.group.average",NA
"Condobolin Health Service","2016_17","Peer.group.average",NA
"Coolah Multi Purpose Service","2010_11","Peer.group.average",NA
"Coolah Multi Purpose Service","2011_12","Peer.group.average",NA
"Coolah Multi Purpose Service","2012_13","Peer.group.average",NA
"Coolah Multi Purpose Service","2013_14","Peer.group.average",NA
"Coolah Multi Purpose Service","2014_15","Peer.group.average",NA
"Coolah Multi Purpose Service","2015_16","Peer.group.average",NA
"Coolah Multi Purpose Service","2016_17","Peer.group.average",NA
"Coolamon Multi Purpose Service","2010_11","Peer.group.average",NA
"Coolamon Multi Purpose Service","2011_12","Peer.group.average",NA
"Coolamon Multi Purpose Service","2012_13","Peer.group.average",NA
"Coolamon Multi Purpose Service","2013_14","Peer.group.average",NA
"Coolamon Multi Purpose Service","2014_15","Peer.group.average",NA
"Coolamon Multi Purpose Service","2015_16","Peer.group.average",NA
"Coolamon Multi Purpose Service","2016_17","Peer.group.average",NA
"Cooma Hospital","2010_11","Peer.group.average",NA
"Cooma Hospital","2011_12","Peer.group.average",NA
"Cooma Hospital","2012_13","Peer.group.average",NA
"Cooma Hospital","2013_14","Peer.group.average",NA
"Cooma Hospital","2014_15","Peer.group.average",NA
"Cooma Hospital","2015_16","Peer.group.average",NA
"Cooma Hospital","2016_17","Peer.group.average",NA
"Coonabarabran Health Service","2010_11","Peer.group.average",NA
"Coonabarabran Health Service","2011_12","Peer.group.average",NA
"Coonabarabran Health Service","2012_13","Peer.group.average",NA
"Coonabarabran Health Service","2013_14","Peer.group.average",NA
"Coonabarabran Health Service","2014_15","Peer.group.average",NA
"Coonabarabran Health Service","2015_16","Peer.group.average",NA
"Coonabarabran Health Service","2016_17","Peer.group.average",NA
"Coonamble Multi Purpose Service","2010_11","Peer.group.average",NA
"Coonamble Multi Purpose Service","2011_12","Peer.group.average",NA
"Coonamble Multi Purpose Service","2012_13","Peer.group.average",NA
"Coonamble Multi Purpose Service","2013_14","Peer.group.average",NA
"Coonamble Multi Purpose Service","2014_15","Peer.group.average",NA
"Coonamble Multi Purpose Service","2015_16","Peer.group.average",NA
"Coonamble Multi Purpose Service","2016_17","Peer.group.average",NA
"Cootamundra Hospital","2010_11","Peer.group.average",NA
"Cootamundra Hospital","2011_12","Peer.group.average",NA
"Cootamundra Hospital","2012_13","Peer.group.average",NA
"Cootamundra Hospital","2013_14","Peer.group.average",NA
"Cootamundra Hospital","2014_15","Peer.group.average",NA
"Cootamundra Hospital","2015_16","Peer.group.average",NA
"Cootamundra Hospital","2016_17","Peer.group.average",NA
"Coraki Hospital","2010_11","Peer.group.average",NA
"Coraki Hospital","2011_12","Peer.group.average",NA
"Coraki Hospital","2012_13","Peer.group.average",NA
"Coraki Hospital","2013_14","Peer.group.average",NA
"Coraki Hospital","2014_15","Peer.group.average",NA
"Coraki Hospital","2015_16","Peer.group.average",NA
"Coraki Hospital","2016_17","Peer.group.average",NA
"Coral Tree Family Centre","2010_11","Peer.group.average",NA
"Coral Tree Family Centre","2011_12","Peer.group.average",NA
"Coral Tree Family Centre","2012_13","Peer.group.average",NA
"Coral Tree Family Centre","2013_14","Peer.group.average",NA
"Coral Tree Family Centre","2014_15","Peer.group.average",NA
"Coral Tree Family Centre","2015_16","Peer.group.average",NA
"Coral Tree Family Centre","2016_17","Peer.group.average",NA
"Corowa Hospital","2010_11","Peer.group.average",NA
"Corowa Hospital","2011_12","Peer.group.average",NA
"Corowa Hospital","2012_13","Peer.group.average",NA
"Corowa Hospital","2013_14","Peer.group.average",NA
"Corowa Hospital","2014_15","Peer.group.average",NA
"Corowa Hospital","2015_16","Peer.group.average",NA
"Corowa Hospital","2016_17","Peer.group.average",NA
"Cowra Health Service","2010_11","Peer.group.average",NA
"Cowra Health Service","2011_12","Peer.group.average",NA
"Cowra Health Service","2012_13","Peer.group.average",NA
"Cowra Health Service","2013_14","Peer.group.average",NA
"Cowra Health Service","2014_15","Peer.group.average",NA
"Cowra Health Service","2015_16","Peer.group.average",NA
"Cowra Health Service","2016_17","Peer.group.average",NA
"Crookwell Hospital","2010_11","Peer.group.average",NA
"Crookwell Hospital","2011_12","Peer.group.average",NA
"Crookwell Hospital","2012_13","Peer.group.average",NA
"Crookwell Hospital","2013_14","Peer.group.average",NA
"Crookwell Hospital","2014_15","Peer.group.average",NA
"Crookwell Hospital","2015_16","Peer.group.average",NA
"Crookwell Hospital","2016_17","Peer.group.average",NA
"Cudal Health Service","2010_11","Peer.group.average",NA
"Cudal Health Service","2011_12","Peer.group.average",NA
"Cudal Health Service","2012_13","Peer.group.average",NA
"Cudal Health Service","2013_14","Peer.group.average",NA
"Cudal Health Service","2014_15","Peer.group.average",NA
"Cudal Health Service","2015_16","Peer.group.average",NA
"Cudal Health Service","2016_17","Peer.group.average",NA
"Culcairn Multi Purpose Service","2010_11","Peer.group.average",NA
"Culcairn Multi Purpose Service","2011_12","Peer.group.average",NA
"Culcairn Multi Purpose Service","2012_13","Peer.group.average",NA
"Culcairn Multi Purpose Service","2013_14","Peer.group.average",NA
"Culcairn Multi Purpose Service","2014_15","Peer.group.average",NA
"Culcairn Multi Purpose Service","2015_16","Peer.group.average",NA
"Culcairn Multi Purpose Service","2016_17","Peer.group.average",NA
"Cumberland Hospital","2010_11","Peer.group.average",NA
"Cumberland Hospital","2011_12","Peer.group.average",NA
"Cumberland Hospital","2012_13","Peer.group.average",NA
"Cumberland Hospital","2013_14","Peer.group.average",NA
"Cumberland Hospital","2014_15","Peer.group.average",NA
"Cumberland Hospital","2015_16","Peer.group.average",NA
"Cumberland Hospital","2016_17","Peer.group.average",NA
"David Berry Hospital","2010_11","Peer.group.average",NA
"David Berry Hospital","2011_12","Peer.group.average",NA
"David Berry Hospital","2012_13","Peer.group.average",NA
"David Berry Hospital","2013_14","Peer.group.average",NA
"David Berry Hospital","2014_15","Peer.group.average",NA
"David Berry Hospital","2015_16","Peer.group.average",NA
"David Berry Hospital","2016_17","Peer.group.average",NA
"Delegate Multi Purpose Service","2010_11","Peer.group.average",NA
"Delegate Multi Purpose Service","2011_12","Peer.group.average",NA
"Delegate Multi Purpose Service","2012_13","Peer.group.average",NA
"Delegate Multi Purpose Service","2013_14","Peer.group.average",NA
"Delegate Multi Purpose Service","2014_15","Peer.group.average",NA
"Delegate Multi Purpose Service","2015_16","Peer.group.average",NA
"Delegate Multi Purpose Service","2016_17","Peer.group.average",NA
"Deniliquin Hospital","2010_11","Peer.group.average",NA
"Deniliquin Hospital","2011_12","Peer.group.average",NA
"Deniliquin Hospital","2012_13","Peer.group.average",NA
"Deniliquin Hospital","2013_14","Peer.group.average",NA
"Deniliquin Hospital","2014_15","Peer.group.average",NA
"Deniliquin Hospital","2015_16","Peer.group.average",NA
"Deniliquin Hospital","2016_17","Peer.group.average",NA
"Denman Multi Purpose Service","2010_11","Peer.group.average",NA
"Denman Multi Purpose Service","2011_12","Peer.group.average",NA
"Denman Multi Purpose Service","2012_13","Peer.group.average",NA
"Denman Multi Purpose Service","2013_14","Peer.group.average",NA
"Denman Multi Purpose Service","2014_15","Peer.group.average",NA
"Denman Multi Purpose Service","2015_16","Peer.group.average",NA
"Denman Multi Purpose Service","2016_17","Peer.group.average",NA
"Dorrigo Multi Purpose Service","2010_11","Peer.group.average",NA
"Dorrigo Multi Purpose Service","2011_12","Peer.group.average",NA
"Dorrigo Multi Purpose Service","2012_13","Peer.group.average",NA
"Dorrigo Multi Purpose Service","2013_14","Peer.group.average",NA
"Dorrigo Multi Purpose Service","2014_15","Peer.group.average",NA
"Dorrigo Multi Purpose Service","2015_16","Peer.group.average",NA
"Dorrigo Multi Purpose Service","2016_17","Peer.group.average",NA
"Dubbo Hospital","2010_11","Peer.group.average",1.03
"Dubbo Hospital","2011_12","Peer.group.average",0.94
"Dubbo Hospital","2012_13","Peer.group.average",0.99
"Dubbo Hospital","2013_14","Peer.group.average",0.86
"Dubbo Hospital","2014_15","Peer.group.average",0.79
"Dubbo Hospital","2015_16","Peer.group.average",0.72
"Dubbo Hospital","2016_17","Peer.group.average",0.74
"Dunedoo Multi Purpose Service","2010_11","Peer.group.average",NA
"Dunedoo Multi Purpose Service","2011_12","Peer.group.average",NA
"Dunedoo Multi Purpose Service","2012_13","Peer.group.average",NA
"Dunedoo Multi Purpose Service","2013_14","Peer.group.average",NA
"Dunedoo Multi Purpose Service","2014_15","Peer.group.average",NA
"Dunedoo Multi Purpose Service","2015_16","Peer.group.average",NA
"Dunedoo Multi Purpose Service","2016_17","Peer.group.average",NA
"Dungog Hospital","2010_11","Peer.group.average",NA
"Dungog Hospital","2011_12","Peer.group.average",NA
"Dungog Hospital","2012_13","Peer.group.average",NA
"Dungog Hospital","2013_14","Peer.group.average",NA
"Dungog Hospital","2014_15","Peer.group.average",NA
"Dungog Hospital","2015_16","Peer.group.average",NA
"Dungog Hospital","2016_17","Peer.group.average",NA
"Eugowra Multipurpose Service","2010_11","Peer.group.average",NA
"Eugowra Multipurpose Service","2011_12","Peer.group.average",NA
"Eugowra Multipurpose Service","2012_13","Peer.group.average",NA
"Eugowra Multipurpose Service","2013_14","Peer.group.average",NA
"Eugowra Multipurpose Service","2014_15","Peer.group.average",NA
"Eugowra Multipurpose Service","2015_16","Peer.group.average",NA
"Eugowra Multipurpose Service","2016_17","Peer.group.average",NA
"Fairfield Hospital","2010_11","Peer.group.average",0.68
"Fairfield Hospital","2011_12","Peer.group.average",0.47
"Fairfield Hospital","2012_13","Peer.group.average",0.58
"Fairfield Hospital","2013_14","Peer.group.average",0.48
"Fairfield Hospital","2014_15","Peer.group.average",0.43
"Fairfield Hospital","2015_16","Peer.group.average",0.52
"Fairfield Hospital","2016_17","Peer.group.average",0.45
"Finley Hospital","2010_11","Peer.group.average",NA
"Finley Hospital","2011_12","Peer.group.average",NA
"Finley Hospital","2012_13","Peer.group.average",NA
"Finley Hospital","2013_14","Peer.group.average",NA
"Finley Hospital","2014_15","Peer.group.average",NA
"Finley Hospital","2015_16","Peer.group.average",NA
"Finley Hospital","2016_17","Peer.group.average",NA
"Gilgandra Multi Purpose Service","2010_11","Peer.group.average",NA
"Gilgandra Multi Purpose Service","2011_12","Peer.group.average",NA
"Gilgandra Multi Purpose Service","2012_13","Peer.group.average",NA
"Gilgandra Multi Purpose Service","2013_14","Peer.group.average",NA
"Gilgandra Multi Purpose Service","2014_15","Peer.group.average",NA
"Gilgandra Multi Purpose Service","2015_16","Peer.group.average",NA
"Gilgandra Multi Purpose Service","2016_17","Peer.group.average",NA
"Glen Innes Hospital","2010_11","Peer.group.average",NA
"Glen Innes Hospital","2011_12","Peer.group.average",NA
"Glen Innes Hospital","2012_13","Peer.group.average",NA
"Glen Innes Hospital","2013_14","Peer.group.average",NA
"Glen Innes Hospital","2014_15","Peer.group.average",NA
"Glen Innes Hospital","2015_16","Peer.group.average",NA
"Glen Innes Hospital","2016_17","Peer.group.average",NA
"Gloucester Hospital","2010_11","Peer.group.average",NA
"Gloucester Hospital","2011_12","Peer.group.average",NA
"Gloucester Hospital","2012_13","Peer.group.average",NA
"Gloucester Hospital","2013_14","Peer.group.average",NA
"Gloucester Hospital","2014_15","Peer.group.average",NA
"Gloucester Hospital","2015_16","Peer.group.average",NA
"Gloucester Hospital","2016_17","Peer.group.average",NA
"Goodooga Health Service","2010_11","Peer.group.average",NA
"Goodooga Health Service","2011_12","Peer.group.average",NA
"Goodooga Health Service","2012_13","Peer.group.average",NA
"Goodooga Health Service","2013_14","Peer.group.average",NA
"Goodooga Health Service","2014_15","Peer.group.average",NA
"Goodooga Health Service","2015_16","Peer.group.average",NA
"Goodooga Health Service","2016_17","Peer.group.average",NA
"Gosford Hospital","2010_11","Peer.group.average",1.03
"Gosford Hospital","2011_12","Peer.group.average",0.94
"Gosford Hospital","2012_13","Peer.group.average",0.99
"Gosford Hospital","2013_14","Peer.group.average",0.86
"Gosford Hospital","2014_15","Peer.group.average",0.79
"Gosford Hospital","2015_16","Peer.group.average",0.72
"Gosford Hospital","2016_17","Peer.group.average",0.74
"Goulburn Hospital","2010_11","Peer.group.average",0.68
"Goulburn Hospital","2011_12","Peer.group.average",0.47
"Goulburn Hospital","2012_13","Peer.group.average",0.58
"Goulburn Hospital","2013_14","Peer.group.average",0.48
"Goulburn Hospital","2014_15","Peer.group.average",0.43
"Goulburn Hospital","2015_16","Peer.group.average",0.52
"Goulburn Hospital","2016_17","Peer.group.average",0.45
"Gower Wilson Multi Purpose Service","2010_11","Peer.group.average",NA
"Gower Wilson Multi Purpose Service","2011_12","Peer.group.average",NA
"Gower Wilson Multi Purpose Service","2012_13","Peer.group.average",NA
"Gower Wilson Multi Purpose Service","2013_14","Peer.group.average",NA
"Gower Wilson Multi Purpose Service","2014_15","Peer.group.average",NA
"Gower Wilson Multi Purpose Service","2015_16","Peer.group.average",NA
"Gower Wilson Multi Purpose Service","2016_17","Peer.group.average",NA
"Grafton Base Hospital","2010_11","Peer.group.average",0.68
"Grafton Base Hospital","2011_12","Peer.group.average",0.47
"Grafton Base Hospital","2012_13","Peer.group.average",0.58
"Grafton Base Hospital","2013_14","Peer.group.average",0.48
"Grafton Base Hospital","2014_15","Peer.group.average",0.43
"Grafton Base Hospital","2015_16","Peer.group.average",0.52
"Grafton Base Hospital","2016_17","Peer.group.average",0.45
"Greenwich Hospital","2010_11","Peer.group.average",NA
"Greenwich Hospital","2011_12","Peer.group.average",NA
"Greenwich Hospital","2012_13","Peer.group.average",NA
"Greenwich Hospital","2013_14","Peer.group.average",NA
"Greenwich Hospital","2014_15","Peer.group.average",NA
"Greenwich Hospital","2015_16","Peer.group.average",NA
"Greenwich Hospital","2016_17","Peer.group.average",NA
"Grenfell Multi Purpose Service","2010_11","Peer.group.average",NA
"Grenfell Multi Purpose Service","2011_12","Peer.group.average",NA
"Grenfell Multi Purpose Service","2012_13","Peer.group.average",NA
"Grenfell Multi Purpose Service","2013_14","Peer.group.average",NA
"Grenfell Multi Purpose Service","2014_15","Peer.group.average",NA
"Grenfell Multi Purpose Service","2015_16","Peer.group.average",NA
"Grenfell Multi Purpose Service","2016_17","Peer.group.average",NA
"Griffith Base Hospital","2010_11","Peer.group.average",1.03
"Griffith Base Hospital","2011_12","Peer.group.average",0.94
"Griffith Base Hospital","2012_13","Peer.group.average",0.99
"Griffith Base Hospital","2013_14","Peer.group.average",0.86
"Griffith Base Hospital","2014_15","Peer.group.average",0.79
"Griffith Base Hospital","2015_16","Peer.group.average",0.72
"Griffith Base Hospital","2016_17","Peer.group.average",0.74
"Gulargambone Multi Purpose Service","2010_11","Peer.group.average",NA
"Gulargambone Multi Purpose Service","2011_12","Peer.group.average",NA
"Gulargambone Multi Purpose Service","2012_13","Peer.group.average",NA
"Gulargambone Multi Purpose Service","2013_14","Peer.group.average",NA
"Gulargambone Multi Purpose Service","2014_15","Peer.group.average",NA
"Gulargambone Multi Purpose Service","2015_16","Peer.group.average",NA
"Gulargambone Multi Purpose Service","2016_17","Peer.group.average",NA
"Gulgong Multi Purpose Service","2010_11","Peer.group.average",NA
"Gulgong Multi Purpose Service","2011_12","Peer.group.average",NA
"Gulgong Multi Purpose Service","2012_13","Peer.group.average",NA
"Gulgong Multi Purpose Service","2013_14","Peer.group.average",NA
"Gulgong Multi Purpose Service","2014_15","Peer.group.average",NA
"Gulgong Multi Purpose Service","2015_16","Peer.group.average",NA
"Gulgong Multi Purpose Service","2016_17","Peer.group.average",NA
"Gundagai Hospital","2010_11","Peer.group.average",NA
"Gundagai Hospital","2011_12","Peer.group.average",NA
"Gundagai Hospital","2012_13","Peer.group.average",NA
"Gundagai Hospital","2013_14","Peer.group.average",NA
"Gundagai Hospital","2014_15","Peer.group.average",NA
"Gundagai Hospital","2015_16","Peer.group.average",NA
"Gundagai Hospital","2016_17","Peer.group.average",NA
"Gunnedah Hospital","2010_11","Peer.group.average",NA
"Gunnedah Hospital","2011_12","Peer.group.average",NA
"Gunnedah Hospital","2012_13","Peer.group.average",NA
"Gunnedah Hospital","2013_14","Peer.group.average",NA
"Gunnedah Hospital","2014_15","Peer.group.average",NA
"Gunnedah Hospital","2015_16","Peer.group.average",NA
